VOICE_CAPTURE,6031,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,OK have to sign,NA,,,,,,,,,,
VOICE_CAPTURE,9544,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,different subway,NA,,,,,,,,,,
VOICE_CAPTURE,13699,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,I don't know,NA,,,,,,,,,,
VOICE_CAPTURE,17416,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,OK,NA,,,,,,,,,,
VOICE_CAPTURE,23056,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,OK,NA,,,,,,,,,,
VOICE_CAPTURE,27156,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,speech recognition waiting,NA,,,,,,,,,,
VOICE_CAPTURE,32273,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,speech recognition may or may not work,NA,,,,,,,,,,
TELEPORT,32557,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,"(2.0, 0.0, 1.4)",,,,,,,,,,,
VOICE_CAPTURE,35139,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,looks like it's working now but oh OK,NA,,,,,,,,,,
VOICE_CAPTURE,37873,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,this is OK,NA,,,,,,,,,,
VOICE_CAPTURE,39456,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,OK,NA,,,,,,,,,,
TELEPORT,40123,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,"(1.9, 0.0, 1.6)",,,,,,,,,,,
TELEPORT,42156,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,"(2.2, 0.0, 1.6)",,,,,,,,,,,
VOICE_CAPTURE,42973,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,oh OK,NA,,,,,,,,,,
TELEPORT,43840,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,"(2.2, 0.0, 1.6)",,,,,,,,,,,
VOICE_CAPTURE,46990,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,if you push that forward you're gonna see,NA,,,,,,,,,,
VOICE_CAPTURE,47456,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,yes I do,NA,,,,,,,,,,
VOICE_CAPTURE,50339,6/12/2023 14:30,a0987257-801e-44c5-a1ad-81e0083bfa46,and when that beam of light,NA,,,,,,,,,,
TELEPORT,54374,6/12/2023 14:31,a0987257-801e-44c5-a1ad-81e0083bfa46,"(3.3, 0.0, 1.9)",,,,,,,,,,,
VOICE_CAPTURE,55624,6/12/2023 14:31,a0987257-801e-44c5-a1ad-81e0083bfa46,move the beam of light around,NA,,,,,,,,,,
VOICE_CAPTURE,57540,6/12/2023 14:31,a0987257-801e-44c5-a1ad-81e0083bfa46,oh,NA,,,,,,,,,,
TELEPORT,58823,6/12/2023 14:31,a0987257-801e-44c5-a1ad-81e0083bfa46,"(3.3, 0.0, 1.9)",,,,,,,,,,,
VOICE_CAPTURE,61074,6/12/2023 14:31,a0987257-801e-44c5-a1ad-81e0083bfa46,oh OK,NA,,,,,,,,,,
VOICE_CAPTURE,62674,6/12/2023 14:31,a0987257-801e-44c5-a1ad-81e0083bfa46,yes,NA,,,,,,,,,,
TELEPORT,65207,6/12/2023 14:31,a0987257-801e-44c5-a1ad-81e0083bfa46,"(-0.3, 0.0, 11.9)",,,,,,,,,,,
VOICE_CAPTURE,69607,6/12/2023 14:31,a0987257-801e-44c5-a1ad-81e0083bfa46,yeah,NA,,,,,,,,,,
VOICE_CAPTURE,73873,6/12/2023 14:31,a0987257-801e-44c5-a1ad-81e0083bfa46,and you could determine where you're going,NA,,,,,,,,,,
TELEPORT,73957,6/12/2023 14:31,a0987257-801e-44c5-a1ad-81e0083bfa46,"(-0.1, 0.0, 12.3)",,,,,,,,,,,
VOICE_CAPTURE,80123,6/12/2023 14:31,a0987257-801e-44c5-a1ad-81e0083bfa46,oh OK I see what you're saying,NA,,,,,,,,,,
